id,s,t,base,diff,level
129,19,28,0,,9000
130,9,28,0,,9000
131,6,28,0,,9000
132,5,28,0,,9000
133,5,28,1,,9000
134,4,28,3,,9000
135,4,28,0,,9993
136,4,28,1,0,9997
137,4,28,2,,9997
138,3,28,1,,9000
139,3,28,0,,9994
140,20,29,0,,9000
141,10,29,0,,9000
142,7,29,0,,9000
143,6,29,0,1,3
144,5,29,1,,9000
145,5,29,0,,9000
146,5,29,2,,9000
147,4,29,1,,9000
148,4,29,0,1,9998
149,3,29,0,,9000
150,21,30,0,,9000
151,8,30,0,,9000
152,7,30,0,1,3
153,6,30,1,0,2
154,6,30,0,,9000
155,3,30,0,,9000
156,22,31,0,,9000
157,9,31,0,,9000
158,8,31,1,,9000
159,8,31,0,,9000
160,7,31,0,,9000
161,5,31,1,,9000
162,5,31,0,,9994
163,4,31,0,,9000
164,4,31,1,,9000
165,3,31,0,,9000
166,23,32,0,,9000
167,9,32,0,,9000
168,8,32,0,,9000
169,7,32,0,1,9998
170,6,32,1,,9000
171,6,32,0,0,9998
172,5,32,1,,9000
173,5,32,0,0,9998
174,4,32,0,,9000
175,3,32,0,,9994
176,24,33,0,,9000
177,10,33,0,,9000
178,9,33,1,0,2
179,9,33,0,,9000
180,8,33,0,0,2
181,7,33,0,0,2
182,7,33,1,0,9998
183,6,33,0,,9000
184,5,33,0,,9000
185,4,33,1,,9000
186,4,33,0,,9994
187,3,33,0,,9997
188,2,33,0,,9000
189,1,33,0,,9995
190,25,34,0,,9000
191,11,34,0,,9000
192,10,34,0,,9000
193,9,34,0,1,2
194,8,34,"0,1",,9997
195,8,34,1,0,9998
196,5,34,1,,9000
197,5,34,0,,9994
198,4,34,1,,9000
199,4,34,0,,9996
200,26,35,0,,9000
201,10,35,0,0,2
202,9,35,0,,9000
203,7,35,0,,9000
204,6,35,1,,9000
205,6,35,0,0,9998
206,5,35,0,,9000
207,4,35,0,,9995
208,3,35,0,,9000
209,2,35,1,,9000
210,2,35,0,,9000
211,1,35,0,0,9998
212,27,36,0,,9000
213,11,36,0,,9000
214,10,36,0,,9000
215,8,36,0,0,2
216,7,36,0,1,9998
217,6,36,0,,9000
218,3,36,0,0,2
219,2,36,0,,9996
220,28,37,0,,9000
221,12,37,0,,9000
222,9,37,1,0,2
223,9,37,0,,9995
224,8,37,1,,9000
225,8,37,0,,9000
226,7,37,0,0,9998
227,6,37,0,,9993
228,5,37,2,,9000
229,5,37,0,,9991
230,5,37,1,,9991
231,4,37,0,,9000
232,3,37,0,,9000
233,2,37,0,,9995
234,29,38,0,,9000
235,10,38,0,,9000
236,9,38,0,0,2
237,8,38,0,0,9998
238,7,38,0,0,9997
239,6,38,1,,9000
240,6,38,0,0,9998
241,5,38,0,,9992
242,5,38,1,,9992
243,4,38,0,,9989
244,30,39,0,,9000
245,13,39,0,,9000
246,12,39,0,,9000
247,11,39,0,,9000
248,10,39,0,0,2
249,9,39,0,,9000
250,8,39,0,0,2
251,7,39,0,"0,1",9998
252,7,39,1,1,9998
253,6,39,0,,9000
254,6,39,2,,9000
255,6,39,1,,9000
256,5,39,1,,9000
257,5,39,0,,9990
258,4,39,0,,9000
259,3,39,0,,9997
260,2,39,0,,9000
261,2,39,1,,9996
262,1,39,0,0,9998
263,31,40,0,,9000
264,13,40,0,,9000
265,10,40,0,0,3
266,9,40,"0,1",0,2
267,9,40,1,1,2
268,8,40,1,,9993
269,8,40,2,1,9996
270,8,40,0,0,9998
271,7,40,0,1,9998
272,6,40,0,,9000
273,5,40,0,,9991
274,4,40,0,,9000
275,3,40,0,0,2
276,2,40,0,,9997
277,32,41,0,,9000
278,14,41,0,,9000
279,11,41,0,,9000
280,10,41,0,0,2
281,9,41,1,0,2
282,9,41,0,0,9998
283,8,41,0,1,9998
284,7,41,1,,9000
285,7,41,0,,9000
286,6,41,2,,9000
287,6,41,1,,9989
288,6,41,0,0,9998
289,5,41,1,,9000
290,5,41,0,,9997
291,4,41,0,,9990
292,3,41,1,,9000
293,3,41,0,,9997
294,2,41,0,,9000
295,2,41,1,,9995
296,33,42,0,,9000
297,12,42,0,,9000
298,11,42,0,0,2
299,10,42,1,0,2
300,10,42,0,,9000
301,8,42,0,0,2
302,7,42,0,0,9998
303,7,42,1,1,9998
304,6,42,0,,9989
305,5,42,1,,9000
306,5,42,2,,9990
307,5,42,0,,9990
308,4,42,1,,9000
309,4,42,0,,9000
310,3,42,0,,9000
311,3,42,1,,9996
312,2,42,0,0,9998
313,34,43,0,,9000
314,13,43,0,,9000
315,12,43,1,2,4
316,12,43,0,,9000
317,11,43,0,,9000
318,9,43,0,0,2
319,9,43,1,1,2
320,8,43,1,,9000
321,8,43,2,,9000
322,8,43,0,1,9998
323,7,43,1,,9990
324,7,43,0,1,9998
325,6,43,1,,9000
326,6,43,2,,9000
327,6,43,0,,9991
328,5,43,2,,9000
329,5,43,1,,9000
330,5,43,3,,9000
331,5,43,0,1,9998
332,4,43,0,0,2
333,4,43,1,,9000
334,4,43,2,,9997
335,3,43,2,,9000
336,3,43,3,,9000
337,3,43,0,,9997
338,3,43,1,1,9998
339,2,43,1,,9995
340,2,43,0,"2,3",9997
341,35,44,0,,9000
342,13,44,0,,9000
343,12,44,0,,9000
344,11,44,0,1,9998
345,10,44,1,0,2
346,10,44,0,0,9998
347,9,44,1,0,2
348,9,44,0,1,9998
349,8,44,0,0,9998
350,7,44,1,0,2
351,7,44,0,0,9996
352,6,44,1,,9000
353,6,44,0,0,9998
354,5,44,1,1,2
355,5,44,0,,9000
356,4,44,2,,9000
357,4,44,3,,9000
358,4,44,0,3,9998
359,4,44,1,"0,1",9998
360,3,44,0,,9000
361,3,44,1,,9994
362,36,45,0,,9000
363,14,45,0,,9000
364,13,45,1,0,2
365,13,45,0,,9000
366,12,45,0,0,2
367,11,45,1,0,2
368,11,45,0,0,9998
369,10,45,0,0,2
370,8,45,0,0,2
371,7,45,2,,9000
372,7,45,0,0,9998
373,7,45,1,1,9998
374,6,45,3,0,2
375,6,45,"0,1",1,2
376,6,45,1,,9000
377,6,45,2,,9990
378,5,45,"2,3",0,3
379,5,45,3,,9000
380,5,45,0,,9989
381,5,45,1,1,9997
382,4,45,2,,9000
383,4,45,1,,9000
384,4,45,0,,9997
385,3,45,0,,9996
386,37,46,0,,9000
387,15,46,0,,9000
388,14,46,0,,9000
389,13,46,0,0,2
390,12,46,0,,9997
391,12,46,1,0,9998
392,9,46,0,0,2
393,9,46,1,1,2
394,8,46,1,,9000
395,8,46,2,1,9996
396,8,46,0,1,9998
397,7,46,0,,9994
398,7,46,1,1,9998
399,6,46,0,,9000
400,6,46,1,0,9997
401,5,46,0,,9000
402,4,46,0,,9997
403,3,46,0,,9996
404,38,47,0,,9000
405,14,47,0,1,2
406,13,47,0,,9000
407,11,47,0,0,4
408,10,47,1,0,2
409,10,47,0,0,9998
410,9,47,1,1,2
411,9,47,0,0,9997
412,8,47,1,1,3
413,8,47,"0,2",,9995
414,8,47,2,0,9998
415,7,47,2,,9000
416,7,47,0,,9991
417,7,47,1,0,9997
418,6,47,0,,9000
419,6,47,2,,9000
420,6,47,1,,9990
421,5,47,1,,9000
422,5,47,2,,9000
423,5,47,0,,9995
424,4,47,0,,9000
425,4,47,1,,9000
426,3,47,0,,9000
427,3,47,1,,9996
428,2,47,0,,9996
429,39,48,0,,9000
430,15,48,0,,9000
431,14,48,0,,9000
432,12,48,0,0,2
433,11,48,0,1,9998
434,10,48,0,0,2
435,9,48,0,1,3
436,8,48,0,1,9997
437,7,48,1,,9000
438,7,48,0,0,9998
439,6,48,1,,9987
440,6,48,0,,9996
441,3,48,0,,9996
442,40,49,0,,9000
443,16,49,0,,9000
444,13,49,1,0,2
445,13,49,0,,9995
446,12,49,0,0,3
447,12,49,1,2,4
448,11,49,0,0,9998
449,10,49,0,1,3
450,9,49,0,0,2
451,9,49,2,,9000
452,9,49,1,0,9996
453,8,49,1,,9000
454,8,49,2,,9000
455,8,49,0,1,9998
456,7,49,2,,9000
457,7,49,"0,1",,9997
458,7,49,1,2,9998
459,6,49,0,,9000
460,5,49,1,,9000
461,5,49,0,,9985
462,4,49,3,,9000
463,4,49,2,,9997
464,4,49,1,,9997
465,4,49,0,0,9998
466,3,49,1,,9000
467,3,49,0,,9997
468,41,50,0,,9000
469,14,50,0,,9000
470,13,50,0,0,2
471,12,50,0,0,9998
472,11,50,1,0,3
473,11,50,0,0,9997
474,10,50,1,0,2
475,10,50,2,0,9996
476,10,50,0,0,9998
477,9,50,2,0,2
478,9,50,1,,9997
479,9,50,0,,9997
480,8,50,1,0,9998
481,8,50,0,,9998
482,7,50,0,,9000
483,6,50,0,0,2
484,6,50,1,,9000
485,5,50,0,,9000
486,5,50,1,,9996
487,4,50,0,,9000
488,3,50,0,,9996
489,42,51,0,,9000
490,17,51,0,,9000
491,16,51,0,,9000
492,15,51,0,,9000
493,14,51,0,0,2
494,13,51,0,,9000
495,12,51,0,0,2
496,11,51,0,0,9996
497,11,51,1,1,9998
498,10,51,0,1,2
499,10,51,1,,9000
500,7,51,0,,9000
501,6,51,1,,9000
502,6,51,0,,9997
503,5,51,2,,9000
504,5,51,1,,9000
505,5,51,0,,9000
506,4,51,2,,9000
507,4,51,3,,9000
508,4,51,1,,9996
509,4,51,0,,9996
510,3,51,1,,9000
511,3,51,0,1,9998
512,43,52,0,,9000
513,17,52,0,,9000
514,14,52,0,0,3
515,13,52,1,1,2
516,13,52,0,1,4
517,12,52,0,,9000
518,12,52,2,1,9996
519,12,52,1,,9997
520,11,52,0,1,9998
521,9,52,0,,9000
522,8,52,1,1,9996
523,8,52,0,1,9998
524,7,52,1,,9000
525,7,52,0,,9998
526,6,52,2,,9000
527,6,52,3,,9000
528,6,52,0,,9000
529,6,52,1,,9000
530,5,52,1,0,2
531,5,52,2,,9000
532,5,52,0,,9000
533,4,52,0,2,9998
534,44,53,0,,9000
535,18,53,0,,9000
536,15,53,0,,9000
537,14,53,0,2,4
538,13,53,1,0,2
539,13,53,0,,9000
540,12,53,0,1,9998
541,11,53,0,,9000
542,10,53,1,0,2
543,10,53,0,0,9998
544,9,53,0,2,9997
545,9,53,1,,9997
546,8,53,0,,9989
547,7,53,2,,9000
548,7,53,1,,9000
549,7,53,0,,9000
550,6,53,2,0,2
551,6,53,1,,9000
552,6,53,0,,9994
553,5,53,2,,9000
554,5,53,1,,9000
555,5,53,0,,9996
556,4,53,3,,9996
557,4,53,1,,9996
558,4,53,2,2,9998
559,4,53,0,,9998
560,3,53,1,,9997
561,3,53,0,,9998
562,45,54,0,,9000
563,16,54,0,,9000
564,15,54,0,0,4
565,14,54,1,0,2
566,14,54,0,,9000
567,12,54,0,0,2
568,11,54,1,1,9998
569,11,54,0,,9998
570,8,54,2,,9000
571,8,54,1,,9000
572,8,54,0,0,9998
573,7,54,3,,9000
574,7,54,1,,9995
575,7,54,"0,2",,9995
576,7,54,2,1,9998
577,6,54,2,2,2
578,6,54,1,,9994
579,6,54,0,,9997
580,5,54,3,,9000
581,5,54,2,,9997
582,5,54,4,2,9998
583,5,54,0,,9998
584,5,54,1,,9998
585,4,54,0,0,9998
586,4,54,1,1,9998
587,46,55,0,,9000
588,17,55,0,,9000
589,16,55,1,2,4
590,16,55,0,,9000
591,15,55,0,,9000
592,13,55,1,1,2
593,13,55,0,,9994
594,12,55,2,0,3
595,12,55,1,1,4
596,12,55,0,1,9998
597,11,55,0,1,9998
598,10,55,0,0,2
599,9,55,1,0,2
600,9,55,3,,9000
601,9,55,2,,9000
602,9,55,0,0,9998
603,8,55,1,,9000
604,8,55,2,,9000
605,8,55,0,2,9998
606,7,55,2,4,2
607,7,55,1,,9995
608,7,55,0,,9998
609,6,55,0,0,2
610,6,55,1,1,2
611,6,55,2,,9000
612,5,55,2,,9000
613,5,55,3,,9996
614,5,55,1,,9997
615,5,55,0,,9998
616,4,55,3,,9000
617,4,55,1,,9000
618,4,55,2,,9996
619,4,55,0,,9997
620,3,55,0,,9000
621,47,56,0,,9000
622,17,56,0,,9000
623,16,56,0,,9000
624,15,56,0,1,9998
625,14,56,1,0,2
626,14,56,0,0,9998
627,13,56,1,0,2
628,13,56,0,0,9998
629,12,56,0,0,9998
630,11,56,0,0,2
631,11,56,1,0,9996
632,10,56,2,0,2
633,10,56,"0,1",,9000
634,10,56,1,0,9998
635,9,56,1,,9997
636,9,56,0,,9997
637,8,56,2,,9000
638,8,56,1,,9000
639,8,56,0,,9988
640,7,56,0,,9000
641,7,56,1,,9000
642,5,56,0,,9000
643,5,56,1,,9997
644,4,56,1,,9997
645,4,56,0,,9998
646,48,57,0,,9000
647,18,57,0,,9000
648,17,57,1,0,2
649,17,57,0,,9000
650,16,57,0,0,2
651,15,57,0,0,2
652,15,57,1,0,9998
653,14,57,0,0,2
654,12,57,0,0,2
655,11,57,1,1,9998
656,11,57,0,"0,1",9998
657,8,57,0,,9000
658,7,57,0,,9994
659,6,57,2,,9000
660,6,57,1,,9000
661,6,57,3,,9981
662,6,57,0,,9994
663,5,57,1,,9000
664,5,57,0,,9000
665,5,57,3,,9000
666,5,57,2,,9981
667,4,57,2,,9000
668,4,57,0,,9997
669,4,57,1,2,9998
670,3,57,0,,9997
671,49,58,0,,9000
672,19,58,0,,9000
673,18,58,0,,9000
674,17,58,0,1,2
675,16,58,1,0,9998
676,16,58,0,,9998
677,13,58,1,1,2
678,13,58,0,"0,1",2
679,12,58,1,,9000
680,12,58,2,1,9996
681,12,58,0,1,9998
682,11,58,0,1,9998
683,10,58,0,,9000
684,9,58,0,,9000
685,8,58,0,,9985
686,7,58,1,,9000
687,7,58,2,,9982
688,7,58,0,,9987
689,6,58,2,1,2
690,6,58,0,,9998
691,6,58,1,,9998
692,5,58,2,,9000
693,5,58,3,,9997
694,5,58,1,2,9998
695,5,58,0,,9998
696,4,58,2,,9000
697,4,58,1,,9997
698,4,58,0,,9998
699,50,59,0,,9000
700,18,59,0,1,2
701,17,59,0,,9000
702,15,59,0,1,4
703,14,59,1,0,2
704,14,59,0,0,9998
705,13,59,1,0,2
706,13,59,0,0,9997
707,12,59,1,0,9998
708,12,59,0,,9998
709,11,59,0,,9000
710,10,59,0,,9997
711,9,59,0,"0,1",9996
712,8,59,1,,9000
713,8,59,0,,9988
714,7,59,2,1,2
715,7,59,1,,9983
716,7,59,0,,9997
717,6,59,4,,9000
718,6,59,1,,9000
719,6,59,3,,9000
720,6,59,2,,9000
721,6,59,0,,9998
722,5,59,2,,9000
723,5,59,5,,9000
724,5,59,3,,9000
725,5,59,4,,9000
726,5,59,0,,9998
727,5,59,1,,9998
728,4,59,1,,9997
729,4,59,0,,9997
730,51,60,0,,9000
731,19,60,0,,9000
732,18,60,0,,9000
733,16,60,0,0,2
734,15,60,0,1,9998
735,14,60,0,1,2
736,11,60,0,0,9998
737,10,60,0,1,9998
738,9,60,0,0,9998
739,8,60,2,,9000
740,8,60,1,,9984
741,8,60,0,,9998
742,7,60,1,,9000
743,7,60,2,,9000
744,7,60,3,,9000
745,7,60,0,,9998
746,6,60,2,,9000
747,6,60,1,,9000
748,6,60,0,,9998
749,5,60,0,,9996
750,5,60,1,,9997
751,5,60,2,,9998
752,4,60,1,,9997
753,4,60,0,,9998
754,52,61,0,,9000
755,20,61,0,,9000
756,17,61,1,0,2
757,17,61,0,,9995
758,16,61,0,0,3
759,16,61,1,2,4
760,15,61,0,0,9998
761,13,61,0,0,2
762,13,61,1,,9000
763,12,61,1,0,2
764,12,61,0,1,9998
765,11,61,0,0,2
766,11,61,1,2,9998
767,10,61,0,,9990
768,10,61,1,,9990
769,9,61,3,,9000
770,9,61,2,,9000
771,9,61,1,,9000
772,9,61,0,,9984
773,8,61,2,,9000
774,8,61,3,,9000
775,8,61,1,,9996
776,8,61,0,,9996
777,7,61,1,,9000
778,7,61,2,,9000
779,7,61,0,,9998
780,6,61,2,,9000
781,6,61,0,,9996
782,6,61,1,,9997
783,6,61,3,,9997
784,5,61,3,,9000
785,5,61,2,2,9998
786,5,61,0,,9998
787,5,61,1,,9998
788,4,61,1,,9000
789,4,61,0,,9998
790,53,62,0,,9000
791,18,62,0,,9000
792,17,62,0,0,2
793,16,62,0,0,9998
794,15,62,0,0,9997
795,14,62,1,0,2
796,14,62,0,0,9998
797,13,62,2,1,2
798,13,62,"0,1",0,4
799,13,62,1,,9997
800,12,62,1,"0,1",9998
801,12,62,0,,9998
802,11,62,0,0,9996
803,10,62,0,,9985
804,9,62,0,,9986
805,8,62,1,,9000
806,8,62,0,,9980
807,7,62,2,2,2
808,7,62,1,,9983
809,7,62,0,,9993
810,6,62,2,,9000
811,6,62,0,,9998
812,6,62,1,,9998
813,5,62,0,1,9998
814,54,63,0,,9000
815,21,63,0,,9000
816,20,63,0,,9000
817,19,63,0,,9000
818,18,63,0,0,2
819,17,63,0,,9000
820,16,63,0,0,2
821,15,63,1,1,9998
822,15,63,0,,9998
823,14,63,"0,1",1,2
824,14,63,1,,2
825,11,63,0,0,9998
826,10,63,0,,9998
827,9,63,0,,9000
828,8,63,0,,9000
829,8,63,1,,9000
830,7,63,1,0,2
831,7,63,0,,9998
832,6,63,1,,9982
833,6,63,0,,9997
834,5,63,0,,9000
835,55,64,0,,9000
836,21,64,0,,9000
837,18,64,0,0,3
838,17,64,1,1,2
839,17,64,0,,2
840,16,64,2,1,9996
841,16,64,1,,9996
842,16,64,0,0,9998
843,15,64,0,1,9998
844,13,64,0,0,2
845,12,64,1,,9000
846,12,64,0,1,9998
847,11,64,0,,9000
848,10,64,0,,9000
849,10,64,1,,9000
850,9,64,0,,9988
851,8,64,0,,9996
852,7,64,1,,9000
853,7,64,0,,9997
854,6,64,1,,9000
855,6,64,0,1,9998
856,5,64,0,,9000
857,5,64,1,,9997
858,56,65,0,,9000
859,22,65,0,,9000
860,19,65,0,,9000
861,18,65,0,0,2
862,17,65,1,0,2
863,17,65,0,0,9998
864,16,65,0,1,9998
865,15,65,0,0,4
866,14,65,1,0,2
867,14,65,0,0,9998
868,13,65,1,1,9997
869,13,65,0,2,9997
870,12,65,0,,9000
871,11,65,0,,9000
872,10,65,1,,9983
873,10,65,0,,9996
874,9,65,2,,9993
875,9,65,"0,1",,9997
876,9,65,1,1,9998
877,8,65,1,0,2
878,8,65,0,,9983
879,8,65,2,1,9997
880,7,65,0,,9997
881,5,65,0,,9000
882,2,65,0,,9994
883,1,65,0,,9996
884,57,66,0,,9000
885,20,66,0,,9000
886,19,66,0,0,2
887,18,66,1,0,2
888,18,66,0,,9000
889,16,66,0,0,2
890,15,66,1,1,9998
891,15,66,0,,9998
892,12,66,0,0,9998
893,11,66,1,1,2
894,11,66,0,"0,1",9998
895,10,66,1,,9000
896,10,66,0,,9998
897,9,66,2,,9000
898,9,66,3,,9981
899,9,66,0,,9989
900,9,66,1,,9997
901,8,66,0,,9000
902,8,66,1,,9000
903,7,66,1,,9982
904,7,66,0,,9998
905,6,66,2,,9000
906,6,66,0,,9998
907,6,66,1,,9998
908,5,66,1,,9996
909,5,66,0,,9998
910,4,66,0,,9997
911,58,67,0,,9000
912,21,67,0,,9000
913,20,67,1,2,4
914,20,67,0,,9000
915,19,67,0,,9000
916,17,67,1,1,2
917,17,67,0,,2
918,16,67,1,1,3
919,16,67,2,0,3
920,16,67,0,1,9998
921,15,67,0,1,9998
922,14,67,0,0,2
923,13,67,"0,1",0,2
924,13,67,1,1,9998
925,12,67,0,,9000
926,11,67,1,2,3
927,11,67,0,,9000
928,11,67,2,,9987
929,10,67,3,,9000
930,10,67,0,,9990
931,10,67,"1,2",,9990
932,10,67,2,1,9998
933,9,67,1,,9000
934,9,67,0,,9992
935,8,67,0,,9000
936,8,67,1,,9000
937,7,67,1,,9000
938,7,67,2,,9000
939,7,67,0,,9997
940,7,67,3,,9997
941,6,67,0,,9997
942,6,67,1,,9997
943,6,67,2,1,9998
944,5,67,0,,9996
945,4,67,0,,9998
946,3,67,0,,9994
947,2,67,0,,9994
948,2,67,1,,9996
949,1,67,0,,9998
950,59,68,0,,9000
951,21,68,0,,9000
952,20,68,0,,9000
953,19,68,0,1,9998
954,18,68,1,0,2
955,18,68,0,0,9998
956,17,68,1,0,2
957,17,68,0,1,9998
958,16,68,0,0,9998
959,15,68,1,1,2
960,15,68,0,0,9996
961,14,68,"0,1",,9986
962,14,68,1,0,9998
963,13,68,0,,9000
964,12,68,1,2,2
965,12,68,0,,9996
966,11,68,0,0,9996
967,10,68,0,,9987
968,9,68,0,,9998
969,8,68,1,2,2
970,8,68,0,1,9997
971,7,68,1,,9985
972,7,68,0,,9998
973,6,68,"0,1",,9994
974,6,68,1,,9997
975,5,68,1,,9996
976,5,68,0,,9996
977,4,68,0,,9997
978,3,68,0,,9992
979,2,68,0,,9998
980,60,69,0,,9000
981,22,69,0,,9000
982,21,69,1,0,2
983,21,69,0,,9000
984,20,69,0,0,2
985,19,69,1,0,2
986,19,69,0,0,9998
987,18,69,0,0,2
988,16,69,0,1,2
989,15,69,1,1,9998
990,15,69,0,"0,1",9998
991,14,69,0,1,9998
992,13,69,0,0,9998
993,12,69,0,1,9998
994,11,69,1,,9983
995,11,69,0,0,9998
996,10,69,0,,9997
997,10,69,1,,9997
998,9,69,0,,9000
999,8,69,1,1,9997
1000,8,69,0,,9998
1001,7,69,0,,9998
1002,7,69,1,,9998
1003,6,69,1,,9995
1004,6,69,0,,9997
1005,5,69,0,,9998
1006,4,69,0,,9000
1007,3,69,0,,9988
1008,3,69,1,,9995
1009,2,69,0,,9996
1010,61,70,0,,9000
1011,23,70,0,,9000
1012,22,70,0,,9000
1013,21,70,0,0,2
1014,20,70,1,0,9998
1015,20,70,0,,9998
1016,17,70,1,1,2
1017,17,70,0,"0,1",2
1018,16,70,1,0,2
1019,16,70,2,1,9996
1020,16,70,0,1,9998
1021,15,70,0,0,2
1022,15,70,1,1,9998
1023,14,70,1,0,2
1024,14,70,0,1,9998
1025,13,70,0,0,2
1026,12,70,0,,9000
1027,11,70,1,0,3
1028,11,70,0,,9000
1029,10,70,2,,9000
1030,10,70,1,,9000
1031,10,70,0,,9989
1032,9,70,1,,9981
1033,9,70,2,,9995
1034,9,70,0,,9998
1035,8,70,0,,9998
1036,7,70,1,,9985
1037,7,70,0,,9997
1038,6,70,"1,2",,9993
1039,6,70,3,,9996
1040,6,70,0,,9996
1041,6,70,2,1,9998
1042,5,70,1,,9994
1043,5,70,0,"2,3",9998
1044,62,71,0,,9000
1045,22,71,0,1,2
1046,21,71,0,,9000
1047,19,71,0,0,4
1048,18,71,1,0,2
1049,18,71,0,0,9998
1050,17,71,1,1,2
1051,17,71,0,0,9997
1052,16,71,1,0,2
1053,16,71,2,0,9998
1054,16,71,0,,9998
1055,15,71,0,0,4
1056,15,71,1,0,9998
1057,14,71,0,2,9997
1058,13,71,0,,9996
1059,12,71,0,,9000
1060,11,71,1,1,3
1061,11,71,0,,9990
1062,10,71,0,,9996
1063,10,71,1,1,9998
1064,9,71,2,,9997
1065,9,71,0,,9997
1066,9,71,1,,9997
1067,8,71,1,2,2
1068,8,71,0,,9997
1069,8,71,2,,9997
1070,8,71,3,,9997
1071,7,71,"2,3",0,2
1072,7,71,3,,9994
1073,7,71,1,,9997
1074,7,71,0,,9998
1075,6,71,1,,9995
1076,6,71,0,3,9998
1077,5,71,0,,9997
1078,4,71,0,,9998
1079,3,71,0,,9989
1080,2,71,0,,9994
1081,2,71,1,,9997
1082,1,71,0,,9998
1083,63,72,0,,9000
1084,23,72,0,,9000
1085,22,72,0,,9000
1086,20,72,0,0,2
1087,19,72,0,1,9998
1088,18,72,0,2,2
1089,17,72,0,1,2
1090,16,72,0,0,9998
1091,15,72,0,0,9998
1092,14,72,0,1,9998
1093,13,72,0,0,9998
1094,12,72,1,1,2
1095,12,72,0,0,9998
1096,11,72,1,1,9998
1097,11,72,0,0,9998
1098,10,72,1,,9983
1099,10,72,0,,9994
1100,9,72,2,,9995
1101,9,72,1,1,9997
1102,9,72,3,2,9998
1103,9,72,0,,9998
1104,8,72,3,0,2
1105,8,72,2,1,9997
1106,8,72,0,,9998
1107,8,72,1,,9998
1108,7,72,3,,9990
1109,7,72,2,1,9998
1110,7,72,0,,9998
1111,7,72,1,,9998
1112,6,72,3,,9996
1113,6,72,2,,9997
1114,6,72,0,,9998
1115,6,72,1,,9998
1116,5,72,1,,9994
1117,5,72,0,,9998
1118,4,72,0,,9997
1119,3,72,0,,9992
1120,2,72,0,,9998
1121,64,73,0,,9000
1122,24,73,0,,9000
1123,21,73,1,0,2
1124,21,73,0,,9995
1125,20,73,0,0,3
1126,20,73,1,2,4
1127,19,73,0,0,9998
1128,18,73,0,0,2
1129,17,73,0,0,2
