id,s,t,base,diff,level
129,9,28,0,,9000
130,8,28,0,,9000
131,7,28,0,0,2
132,6,28,1,0,2
133,6,28,0,,9000
134,5,28,1,,9000
135,5,28,0,0,9998
136,4,28,1,,9000
137,4,28,0,,9000
138,3,28,0,,9992
139,24,29,0,,9000
140,10,29,0,,9000
141,9,29,0,,9000
142,7,29,0,0,2
143,5,29,0,,9000
144,4,29,1,,9000
145,4,29,0,,9000
146,3,29,0,,9000
147,25,30,0,,9000
148,8,30,0,,9000
149,6,30,0,,9000
150,5,30,2,,9000
151,5,30,1,,9000
152,5,30,0,0,9998
153,4,30,1,,9000
154,4,30,0,,9000
155,26,31,0,,9000
156,9,31,0,,9000
157,8,31,0,,9000
158,7,31,0,0,2
159,6,31,1,,9000
160,6,31,0,1,9997
161,5,31,1,,9000
162,5,31,0,0,9997
163,4,31,0,,9000
164,27,32,0,,9000
165,28,33,0,,9000
166,10,33,0,,9000
167,9,33,1,0,3
168,9,33,0,,9000
169,8,33,0,0,3
170,7,33,0,0,9998
171,6,33,0,,9000
172,5,33,0,,9000
173,2,33,0,,9000
174,1,33,0,,9995
175,29,34,0,,9000
176,11,34,0,,9000
177,10,34,1,,9000
178,10,34,0,,9000
179,9,34,0,0,2
180,8,34,0,0,9998
181,7,34,0,,9000
182,6,34,1,,9000
183,6,34,0,,9000
184,5,34,0,,9992
185,30,35,0,,9000
186,11,35,0,,9000
187,10,35,0,0,2
188,7,35,0,0,9998
189,6,35,0,,9000
190,3,35,0,,9000
191,2,35,1,,9000
192,2,35,0,,9000
193,1,35,0,0,9998
194,31,36,0,,9000
195,11,36,0,,9000
196,10,36,0,,9000
197,9,36,0,0,2
198,8,36,1,,9000
199,8,36,0,0,9998
200,7,36,0,1,9998
201,6,36,0,,9000
202,3,36,0,0,2
203,2,36,0,,9000
204,32,37,0,,9000
205,12,37,0,,9000
206,11,37,0,,9000
207,10,37,0,0,2
208,9,37,1,0,2
209,9,37,0,0,9998
210,8,37,0,,9000
211,7,37,0,,9000
212,6,37,0,,9000
213,6,37,1,,9996
214,5,37,1,,9000
215,5,37,0,,9997
216,4,37,0,,9000
217,3,37,0,,9000
218,2,37,0,,9995
219,33,38,0,,9000
220,12,38,0,,9000
221,11,38,0,0,2
222,10,38,0,,9000
223,8,38,0,0,9998
224,7,38,0,1,9998
225,5,38,0,,9990
226,4,38,0,,9000
227,3,38,0,,9000
228,2,38,0,0,9998
229,34,39,0,,9000
230,13,39,0,,9000
231,12,39,0,,9000
232,11,39,0,,9000
233,10,39,0,0,2
234,9,39,1,0,2
235,9,39,0,0,9998
236,8,39,1,,9000
237,8,39,0,1,9998
238,7,39,0,1,9998
239,6,39,1,,9000
240,6,39,0,,9991
241,5,39,1,,9000
242,5,39,0,0,9998
243,4,39,0,0,2
244,4,39,1,,9000
245,3,39,0,,9995
246,3,39,1,1,9998
247,2,39,0,,9996
248,35,40,0,,9000
249,13,40,0,,9000
250,12,40,0,,9000
251,11,40,0,0,2
252,10,40,1,0,2
253,10,40,0,,9000
254,9,40,1,0,2
255,9,40,0,0,9998
256,8,40,0,0,9996
257,7,40,0,0,2
258,6,40,0,,9000
259,5,40,1,1,2
260,5,40,0,,9990
261,4,40,1,,9000
262,4,40,0,1,9998
263,36,41,0,,9000
264,14,41,0,,9000
265,13,41,0,,9000
266,11,41,0,0,2
267,8,41,0,0,9998
268,7,41,1,,9000
269,7,41,0,1,9998
270,6,41,1,0,2
271,6,41,2,,9000
272,6,41,0,1,9998
273,5,41,2,,9000
274,5,41,1,0,9997
275,5,41,0,,9997
276,4,41,0,,9988
277,3,41,1,,9000
278,3,41,0,,9997
279,2,41,1,,9995
280,2,41,0,,9997
281,37,42,0,,9000
282,12,42,0,,9000
283,10,42,0,0,2
284,9,42,1,0,2
285,9,42,0,0,9998
286,8,42,1,0,2
287,8,42,0,1,9998
288,7,42,0,,9991
289,7,42,1,1,9998
290,6,42,0,,9988
291,6,42,1,0,9997
292,5,42,1,,9000
293,5,42,0,,9988
294,4,42,1,,9996
295,4,42,0,,9996
296,3,42,1,,9996
297,3,42,0,,9996
298,38,43,0,,9000
299,13,43,0,,9000
300,12,43,0,0,4
301,11,43,0,0,2
302,10,43,1,0,2
303,10,43,0,1,9997
304,9,43,1,1,2
305,9,43,0,0,9997
306,8,43,0,1,3
307,8,43,1,,9000
308,7,43,1,,9000
309,7,43,0,1,9997
310,6,43,0,,9000
311,6,43,1,,9000
312,5,43,1,,9000
313,5,43,0,,9000
314,5,43,2,,9000
315,4,43,0,,9000
316,4,43,1,,9997
317,3,43,0,,9000
318,3,43,1,,9000
319,2,43,0,,9996
320,39,44,0,,9000
321,9,44,0,1,3
322,8,44,1,0,9997
323,8,44,0,0,9998
324,7,44,1,0,9997
325,7,44,0,1,9998
326,6,44,1,,9000
327,6,44,0,,9000
328,5,44,0,,9989
329,4,44,1,,9000
330,4,44,0,3,9998
331,3,44,1,,9000
332,3,44,0,,9997
333,40,45,0,,9000
334,14,45,0,,9000
335,13,45,1,0,3
336,13,45,0,,9000
337,12,45,0,0,3
338,11,45,0,0,9998
339,10,45,0,0,2
340,10,45,1,0,3
341,9,45,1,0,2
342,9,45,2,0,9996
343,9,45,0,1,9998
344,8,45,1,,9000
345,8,45,0,1,9998
346,7,45,2,,9000
347,7,45,0,,9000
348,7,45,1,1,9998
349,6,45,3,0,2
350,6,45,1,,9000
351,6,45,0,,9000
352,6,45,2,,9990
353,5,45,3,,9000
354,5,45,2,,9000
355,5,45,1,,9000
356,5,45,0,,9000
357,4,45,3,,9000
358,4,45,2,,9000
359,4,45,0,,9996
360,4,45,1,,9997
361,3,45,1,,9996
362,3,45,0,,9996
363,41,46,0,,9000
364,15,46,0,,9000
365,14,46,1,,9000
366,14,46,0,,9000
367,13,46,0,0,2
368,12,46,0,0,9998
369,11,46,1,0,2
370,11,46,0,1,3
371,10,46,1,0,2
372,10,46,0,1,3
373,10,46,2,0,9996
374,9,46,1,1,2
375,9,46,0,1,9997
376,8,46,0,0,9996
377,6,46,0,,9000
378,5,46,0,,9000
379,4,46,0,,9000
380,3,46,0,,9996
381,42,47,0,,9000
382,15,47,0,,9000
383,14,47,0,0,2
384,11,47,0,0,9996
385,8,47,"0,1",,9991
386,8,47,1,0,9998
387,7,47,1,,9000
388,7,47,0,1,9998
389,6,47,1,,9000
390,6,47,0,,9997
391,5,47,0,,9995
392,4,47,1,,9000
393,4,47,0,,9996
394,3,47,0,1,9998
395,43,48,0,,9000
396,15,48,0,,9000
397,14,48,0,,9000
398,13,48,0,2,4
399,12,48,1,0,3
400,12,48,0,,9000
401,11,48,0,1,9998
402,10,48,0,0,2
403,9,48,1,0,2
404,9,48,0,0,9998
405,8,48,1,,9000
406,8,48,0,1,9998
407,7,48,0,,9000
408,7,48,1,,9000
409,6,48,2,,9000
410,6,48,1,,9000
411,6,48,0,,9000
412,5,48,1,0,2
413,5,48,0,,9000
414,4,48,0,,9996
415,44,49,0,,9000
416,16,49,0,,9000
417,15,49,0,,9000
418,14,49,0,2,4
419,13,49,1,0,2
420,13,49,0,,9000
421,12,49,0,0,4
422,11,49,0,0,2
423,10,49,1,0,2
424,10,49,0,0,9996
425,9,49,1,,9000
426,9,49,0,1,9997
427,8,49,0,,9000
428,7,49,1,,9000
429,7,49,2,,9000
430,7,49,0,,9000
431,6,49,0,,9000
432,6,49,1,,9000
433,5,49,0,,9984
434,4,49,1,,9000
435,4,49,2,,9000
436,4,49,0,0,9998
437,3,49,1,,9000
438,3,49,0,2,9998
439,45,50,0,,9000
440,16,50,0,,9000
441,15,50,0,0,4
442,14,50,0,,9000
443,12,50,0,0,9998
444,11,50,0,1,9998
445,9,50,0,,9990
446,8,50,2,,9000
447,8,50,1,0,9998
448,8,50,0,,9998
449,7,50,0,,9988
450,7,50,1,1,9998
451,6,50,0,0,2
452,5,50,2,0,2
453,5,50,1,,9996
454,5,50,0,,9996
455,4,50,0,0,9998
456,46,51,0,,9000
457,17,51,0,,9000
458,16,51,0,,9000
459,15,51,0,,9000
460,14,51,0,0,2
461,13,51,1,0,2
462,13,51,0,0,9998
463,12,51,1,0,3
464,12,51,0,1,9998
465,11,51,0,1,9998
466,10,51,0,1,2
467,10,51,1,,9000
468,9,51,1,1,2
469,9,51,2,,9000
470,9,51,0,0,9998
471,8,51,1,,9000
472,8,51,0,0,9998
473,7,51,0,,9000
474,6,51,0,0,2
475,6,51,1,,9000
476,5,51,2,,9000
477,5,51,1,,9000
478,5,51,0,,9996
479,4,51,1,,9000
480,4,51,0,,9996
481,3,51,0,,9000
482,47,52,0,,9000
483,17,52,0,,9000
484,16,52,0,,9000
485,15,52,0,0,2
486,14,52,1,0,2
487,14,52,0,0,4
488,13,52,1,0,2
489,13,52,0,0,9998
490,12,52,0,0,9996
491,11,52,0,0,2
492,10,52,0,0,2
493,10,52,1,,9000
494,9,52,0,,9997
495,6,52,0,,9000
496,5,52,0,,9000
497,48,53,0,,9000
498,18,53,0,,9000
499,17,53,0,,9000
500,15,53,0,0,2
501,12,53,0,0,9998
502,11,53,0,1,9998
503,9,53,0,,9997
504,8,53,0,0,9998
505,7,53,0,,9000
506,6,53,1,,9000
507,6,53,0,,9996
508,5,53,1,,9000
509,5,53,0,,9000
510,4,53,1,,9996
511,4,53,0,1,9998
512,3,53,0,,9997
513,49,54,0,,9000
514,16,54,0,,9000
515,14,54,0,0,2
516,13,54,1,0,2
517,13,54,0,0,9998
518,12,54,1,,9000
519,12,54,0,1,9998
520,11,54,0,1,9998
521,10,54,0,0,2
522,9,54,0,,9000
523,8,54,0,,9000
524,7,54,1,,9000
525,7,54,2,,9000
526,7,54,0,,9987
527,6,54,1,0,2
528,6,54,0,,9998
529,5,54,1,,9000
530,5,54,2,1,9998
531,5,54,0,,9998
532,4,54,1,,9000
533,4,54,0,0,9998
534,50,55,0,,9000
535,17,55,0,,9000
536,16,55,0,0,4
537,15,55,0,0,2
538,14,55,1,0,2
539,14,55,0,1,9997
540,13,55,1,0,2
541,13,55,0,0,9997
542,12,55,0,,9000
543,9,55,0,,9000
544,8,55,0,,9000
545,8,55,1,,9000
546,7,55,1,2,2
547,7,55,0,,9997
548,6,55,0,0,2
549,6,55,1,,9000
550,5,55,1,,9000
551,5,55,2,,9996
552,5,55,0,,9998
553,4,55,1,,9000
554,4,55,0,,9997
555,51,56,0,,9000
556,12,56,0,0,9998
557,11,56,"0,1",0,9997
558,11,56,1,1,9998
559,10,56,1,,9000
560,10,56,0,1,9998
561,9,56,1,,9989
562,9,56,0,0,9998
563,8,56,2,,9000
564,8,56,1,,9000
565,8,56,0,,9985
566,7,56,1,,9000
567,7,56,2,,9000
568,7,56,0,,9994
569,6,56,0,,9000
570,5,56,0,,9997
571,4,56,1,,9997
572,4,56,0,,9998
573,52,57,0,,9000
574,18,57,0,,9000
575,17,57,1,0,3
576,17,57,0,,9000
577,16,57,0,0,3
578,15,57,0,0,9998
579,14,57,0,0,2
580,13,57,1,1,2
581,13,57,0,0,9998
582,12,57,1,0,2
583,12,57,0,1,9998
584,11,57,0,0,2
585,11,57,1,1,9998
586,10,57,0,,9000
587,9,57,0,,9000
588,8,57,1,,9000
589,8,57,0,,9000
590,7,57,1,,9000
591,7,57,0,,9998
592,6,57,1,,9000
593,6,57,0,,9000
594,6,57,2,,9982
595,5,57,2,,9000
596,5,57,0,,9000
597,5,57,1,,9997
598,4,57,1,,9000
599,4,57,0,1,9998
600,53,58,0,,9000
601,19,58,0,,9000
602,18,58,1,,9000
603,18,58,0,,9000
604,17,58,0,0,2
605,16,58,0,0,9998
606,15,58,0,0,2
607,14,58,1,0,2
608,14,58,0,"0,1",3
609,13,58,1,1,2
610,13,58,0,1,9997
611,12,58,0,0,9996
612,9,58,0,,9000
613,8,58,1,,9000
614,8,58,0,,9995
615,7,58,1,,9983
616,7,58,0,,9997
617,6,58,1,0,2
618,6,58,0,,9998
619,5,58,1,,9997
620,5,58,0,1,9998
621,4,58,0,,9997
622,54,59,0,,9000
623,19,59,0,,9000
624,18,59,0,0,2
625,15,59,0,0,9998
626,12,59,0,,9991
627,12,59,1,0,9998
628,11,59,"0,1",,9000
629,11,59,1,1,9998
630,10,59,0,,9997
631,10,59,1,1,9998
632,9,59,0,0,9998
633,8,59,0,,9985
634,7,59,1,0,2
635,7,59,0,,9997
636,6,59,3,,9000
637,6,59,1,,9000
638,6,59,2,,9982
639,6,59,0,,9997
640,5,59,3,,9000
641,5,59,2,,9000
642,5,59,1,2,9998
643,5,59,0,,9998
644,4,59,0,,9997
645,55,60,0,,9000
646,19,60,0,,9000
647,18,60,0,,9000
648,17,60,0,0,2
649,16,60,1,0,3
650,16,60,0,0,9998
651,15,60,0,1,9998
652,14,60,0,1,2
653,13,60,1,1,2
654,13,60,0,0,9998
655,12,60,1,1,2
656,12,60,0,0,9998
657,11,60,0,0,2
658,10,60,0,,9000
659,8,60,1,,9000
660,8,60,0,,9998
661,7,60,2,1,2
662,7,60,1,,9000
663,7,60,0,,9998
664,6,60,2,,9000
665,6,60,1,,9997
666,6,60,0,,9998
667,5,60,0,,9994
668,5,60,1,,9998
669,56,61,0,,9000
670,20,61,0,,9000
671,19,61,0,,9000
672,18,61,0,0,2
673,17,61,1,0,2
674,17,61,0,0,9998
675,16,61,0,0,4
676,15,61,0,0,2
677,14,61,0,0,2
678,14,61,1,"0,1",9996
679,13,61,1,,9000
680,13,61,0,1,9997
681,10,61,0,,9986
682,9,61,2,,9000
683,9,61,0,,9983
684,9,61,1,,9983
685,8,61,2,,9000
686,8,61,1,,9983
687,8,61,0,,9997
688,7,61,0,,9000
689,6,61,1,,9997
690,6,61,0,,9998
691,5,61,1,,9000
692,5,61,0,,9998
693,57,62,0,,9000
694,20,62,0,,9000
695,19,62,0,0,2
696,18,62,0,,9000
697,16,62,0,0,9998
698,15,62,0,1,9998
699,13,62,0,,9990
700,12,62,"0,1",1,9998
701,12,62,1,"0,1",9998
702,11,62,"0,1",0,9997
703,11,62,1,"0,1",9998
704,10,62,"0,1",,9984
705,10,62,1,0,9998
706,9,62,2,,9000
707,9,62,1,,9985
708,9,62,0,,9985
709,8,62,1,,9000
710,8,62,0,,9000
711,7,62,1,,9000
712,7,62,0,,9993
713,6,62,2,,9000
714,6,62,1,2,9998
715,6,62,0,,9998
716,5,62,1,,9996
717,5,62,0,,9998
718,58,63,0,,9000
719,21,63,0,,9000
720,20,63,0,,9000
721,19,63,0,,9000
722,18,63,0,0,2
723,17,63,1,0,2
724,17,63,0,0,9998
725,16,63,1,0,3
726,16,63,0,1,9998
727,15,63,0,1,9998
728,14,63,1,"0,1",2
729,14,63,0,0,2
730,13,63,"0,1",1,2
731,13,63,1,0,9998
732,12,63,0,0,2
733,11,63,0,,9000
734,10,63,0,,9000
735,9,63,0,,9000
736,9,63,1,,9000
737,8,63,2,1,2
738,8,63,1,,9000
739,8,63,0,,9997
740,7,63,0,,9000
741,7,63,1,,9000
742,7,63,2,,9996
743,6,63,0,,9997
744,6,63,1,,9997
745,5,63,0,,9000
746,59,64,0,,9000
747,21,64,0,,9000
748,20,64,0,,9000
749,19,64,0,0,2
750,18,64,1,0,2
751,18,64,0,1,4
752,17,64,1,0,2
753,17,64,0,0,9998
754,16,64,0,0,9996
755,15,64,0,1,2
756,14,64,0,"0,1",3
757,10,64,0,,9000
758,9,64,1,,9982
759,9,64,0,,9985
760,8,64,1,,9982
761,8,64,0,,9997
762,7,64,0,,9998
763,60,65,0,,9000
764,22,65,0,,9000
765,21,65,0,,9000
766,19,65,0,0,2
767,16,65,0,0,9998
768,15,65,0,1,9998
769,14,65,0,1,9998
770,13,65,0,1,9997
771,13,65,1,0,9998
772,12,65,"0,1",,9987
773,12,65,1,1,9998
774,11,65,"0,1",,9983
775,11,65,1,0,9998
776,10,65,1,,9983
777,10,65,0,0,9998
778,9,65,1,,9000
779,9,65,0,,9996
780,8,65,0,,9983
781,8,65,1,0,9997
782,7,65,0,,9982
783,7,65,1,,9997
784,6,65,0,,9997
785,2,65,0,,9994
786,1,65,0,,9996
787,61,66,0,,9000
788,20,66,0,,9000
789,18,66,0,0,2
790,17,66,1,0,2
791,17,66,0,0,9998
792,16,66,1,0,2
793,16,66,0,1,9998
794,15,66,0,1,2
795,15,66,1,1,9998
796,14,66,1,0,2
797,14,66,0,0,9998
798,13,66,0,1,2
799,12,66,0,0,2
800,11,66,1,,9000
801,11,66,0,,9000
802,10,66,0,,9000
803,9,66,0,,9981
804,4,66,0,,9997
805,62,67,0,,9000
806,21,67,0,,9000
807,20,67,0,0,4
808,19,67,0,0,2
809,18,67,1,0,2
810,18,67,0,1,9997
811,17,67,1,1,2
812,17,67,0,0,9997
813,16,67,0,0,2
814,16,67,1,0,3
815,15,67,0,0,9998
816,11,67,0,1,3
817,11,67,1,,9000
818,10,67,2,,9000
819,10,67,"0,1",,9995
820,10,67,1,2,9998
821,9,67,1,,9983
822,9,67,0,,9998
823,8,67,0,,9997
824,7,67,1,,9997
825,7,67,0,,9998
826,6,67,0,1,9998
827,4,67,0,,9998
828,3,67,0,,9993
829,2,67,0,,9994
830,2,67,1,,9996
831,1,67,0,,9998
832,63,68,0,,9000
833,17,68,0,0,2
834,16,68,1,1,9998
835,16,68,0,0,9998
836,15,68,"0,1",0,9997
837,15,68,1,1,9998
838,14,68,0,,9986
839,14,68,1,1,9998
840,13,68,1,,9989
841,13,68,0,0,9998
842,12,68,2,1,2
843,12,68,"0,1",,9996
844,12,68,1,0,9998
845,11,68,0,,9996
846,11,68,1,0,9998
847,10,68,1,,9000
848,10,68,0,,9998
849,9,68,2,,9000
850,9,68,0,,9988
851,9,68,1,,9996
852,8,68,1,0,2
853,8,68,0,1,9997
854,7,68,0,,9985
855,6,68,"0,1",,9995
856,6,68,1,,9997
857,5,68,1,,9996
858,5,68,0,,9996
859,4,68,0,,9997
860,3,68,0,,9992
861,2,68,0,,9998
862,64,69,0,,9000
863,22,69,0,,9000
864,21,69,1,0,3
865,21,69,0,,9000
866,20,69,0,0,3
867,19,69,0,0,9998
868,18,69,1,1,2
869,18,69,0,0,2
870,17,69,1,1,2
871,17,69,0,1,9998
872,17,69,2,0,9998
873,16,69,1,1,2
874,16,69,0,1,9998
875,15,69,0,0,2
876,15,69,1,1,9998
877,14,69,0,0,2
878,13,69,0,1,2
879,12,69,0,,9000
880,11,69,0,,9000
881,11,69,1,,9000
882,11,69,2,,9983
883,10,69,3,,9000
884,10,69,1,,9981
885,10,69,2,,9997
886,10,69,0,0,9998
887,7,69,0,,9998
888,6,69,1,,9995
889,6,69,0,2,9998
890,5,69,0,,9998
891,4,69,0,,9000
892,3,69,0,,9988
893,3,69,1,,9995
894,2,69,0,,9996
895,65,70,0,,9000
896,23,70,0,,9000
897,22,70,1,,9000
898,22,70,0,,9000
899,21,70,0,0,2
900,20,70,0,0,9998
901,19,70,1,0,2
902,19,70,0,2,2
903,18,70,1,0,2
904,18,70,0,"0,1",3
905,18,70,2,0,9997
906,17,70,1,1,2
907,17,70,0,1,9997
908,16,70,0,0,9996
909,12,70,0,0,2
910,11,70,1,0,3
911,11,70,0,2,9998
912,10,70,1,,9000
913,10,70,0,,9998
914,9,70,1,,9997
915,9,70,0,,9997
916,9,70,2,,9997
917,8,70,2,0,2
918,8,70,1,1,9997
919,8,70,0,,9998
920,7,70,2,,9985
921,7,70,"0,1",,9997
922,7,70,1,2,9998
923,6,70,"1,2",,9995
924,6,70,0,,9996
925,6,70,3,,9996
926,6,70,2,1,9998
927,5,70,1,,9994
928,5,70,0,"0,1",9998
929,3,70,0,,9994
930,2,70,0,,9998
931,66,71,0,,9000
932,23,71,0,,9000
933,22,71,0,0,2
934,19,71,0,0,9997
935,16,71,0,,9991
936,16,71,1,0,9998
937,15,71,"0,1",,9989
938,15,71,1,1,9998
939,14,71,1,1,9998
940,14,71,0,,9998
941,13,71,2,0,2
942,13,71,0,,9996
943,13,71,1,0,9998
944,12,71,"0,1",,9991
945,12,71,2,0,9998
946,12,71,1,1,9998
947,11,71,0,1,9998
948,10,71,1,0,9997
949,10,71,0,,9998
950,9,71,2,0,2
951,9,71,1,1,9997
952,9,71,3,2,9998
953,9,71,0,,9998
954,8,71,1,2,2
955,8,71,2,,9997
956,8,71,3,,9997
957,8,71,0,,9997
958,7,71,"0,1",0,2
959,7,71,1,,9996
960,6,71,0,,9995
961,5,71,0,,9997
962,4,71,0,,9991
963,3,71,1,,9989
964,3,71,0,,9998
965,2,71,0,,9997
966,67,72,0,,9000
967,23,72,0,,9000
968,22,72,0,,9000
969,21,72,0,2,3
970,20,72,1,0,3
971,20,72,0,0,9997
972,19,72,0,1,9998
973,18,72,0,1,2
974,17,72,1,1,2
975,17,72,0,0,9998
976,16,72,1,1,2
977,16,72,0,1,9998
978,15,72,0,1,2
979,14,72,0,2,2
980,14,72,1,1,2
981,13,72,1,0,2
982,13,72,0,0,9998
983,12,72,0,,9000
984,12,72,1,,9000
985,11,72,2,3,2
986,11,72,1,1,3
987,11,72,0,,9998
988,10,72,0,,9981
989,10,72,1,,9987
990,9,72,0,1,9998
991,8,72,0,,9998
992,8,72,1,,9998
993,7,72,3,,9990
994,7,72,0,,9998
995,7,72,1,,9998
996,7,72,2,,9998
997,6,72,3,,9996
998,6,72,2,,9997
999,6,72,0,,9998
1000,6,72,1,,9998
1001,5,72,1,,9991
1002,5,72,2,,9994
1003,5,72,0,,9998
1004,4,72,0,,9998
1005,68,73,0,,9000
1006,24,73,0,,9000
1007,23,73,0,,9000
1008,22,73,0,0,3
1009,21,73,1,0,2
1010,21,73,0,,9000
1011,20,73,0,0,4
1012,19,73,0,0,2
1013,18,73,1,0,2
1014,18,73,0,0,9996
1015,17,73,1,,3
1016,17,73,0,1,9997
1017,15,73,0,0,2
1018,14,73,0,2,9998
1019,13,73,0,1,3
1020,12,73,1,1,3
1021,12,73,2,,9000
1022,12,73,0,,9000
1023,11,73,1,0,2
1024,11,73,2,,9000
1025,11,73,0,2,9998
1026,10,73,"0,1",,9990
1027,10,73,2,,9997
1028,10,73,1,,9997
1029,9,73,3,,9995
1030,9,73,"1,2",,9997
1031,9,73,2,,9997
1032,9,73,0,,9998
1033,8,73,1,,9985
1034,8,73,4,,9991
1035,8,73,2,,9997
1036,8,73,3,,9997
1037,8,73,0,1,9998
1038,7,73,4,,9000
1039,7,73,"0,1",,9994
1040,7,73,2,,9996
1041,7,73,3,,9996
1042,7,73,1,2,9998
1043,6,73,2,,9991
1044,6,73,1,,9996
1045,6,73,4,,9996
1046,6,73,3,2,9998
1047,6,73,0,,9998
1048,5,73,2,,9997
1049,5,73,0,,9998
1050,5,73,1,,9998
1051,5,73,3,,9998
1052,4,73,0,,9994
1053,4,73,1,,9997
1054,3,73,0,,9994
1055,3,73,2,,9996
1056,3,73,1,,9998
1057,2,73,1,,9996
1058,2,73,0,,9998
1059,69,74,0,,9000
1060,24,74,0,,9000
1061,23,74,0,0,3
1062,22,74,0,,9000
1063,20,74,0,0,9998
1064,19,74,0,1,9998
1065,17,74,0,,9992
1066,16,74,2,0,2
1067,16,74,"0,1",1,9998
1068,16,74,1,0,9998
1069,15,74,"0,1",1,9997
1070,15,74,2,1,9998
1071,15,74,1,"1,2",9998
1072,14,74,"0,1",,9000
1073,14,74,1,1,9998
1074,13,74,2,0,2
1075,13,74,"0,1",,9989
1076,13,74,1,0,9998
1077,12,74,"0,1",,9996
1078,12,74,1,0,9998
1079,11,74,0,,9988
1080,10,74,1,0,2
1081,10,74,0,0,9997
1082,9,74,2,1,2
1083,9,74,1,,9997
1084,9,74,0,,9998
1085,8,74,2,3,2
1086,8,74,1,,9997
1087,8,74,0,,9998
1088,7,74,1,,9986
1089,7,74,2,,9990
1090,7,74,0,,9990
1091,7,74,3,1,9998
1092,6,74,2,,9997
1093,6,74,0,2,9998
1094,6,74,1,,9998
1095,5,74,1,,9992
1096,5,74,0,,9997
1097,4,74,1,,9989
1098,4,74,2,,9994
1099,4,74,0,,9998
1100,3,74,0,,9998
1101,3,74,1,,9998
1102,70,75,0,,9000
1103,25,75,0,,9000
1104,24,75,0,,9000
1105,23,75,0,,9000
1106,22,75,0,0,2
1107,21,75,1,0,2
1108,21,75,0,0,9998
1109,20,75,1,0,3
1110,20,75,0,1,9998
1111,19,75,0,1,9998
1112,18,75,1,"0,1",2
1113,18,75,0,1,2
1114,17,75,1,2,2
1115,17,75,2,"1,2",2
1116,17,75,0,0,9998
1117,16,75,1,1,2
1118,16,75,0,0,9998
1119,15,75,0,1,2
1120,14,75,0,0,2
1121,13,75,0,,9000
1122,12,75,1,,9000
1123,12,75,0,,9000
1124,11,75,2,,9000
1125,11,75,3,,9981
