id,s,t,base,diff,level
129,4,27,0,,9000
130,3,27,0,,9000
131,25,28,0,,9000
132,9,28,0,,9000
133,8,28,0,,9000
134,6,28,0,,9000
135,5,28,1,,9000
136,5,28,0,,9000
137,4,28,0,,9000
138,4,28,1,,9000
139,26,29,0,,9000
140,10,29,0,,9000
141,9,29,1,,9000
142,9,29,0,,9000
143,6,29,0,,9000
144,5,29,0,,9000
145,5,29,1,,9000
146,4,29,1,,9000
147,4,29,0,,9000
148,27,30,0,,9000
149,10,30,0,,9000
150,5,30,0,,9000
151,4,30,0,,9000
152,28,31,0,,9000
153,10,31,0,,9000
154,9,31,0,,9000
155,8,31,0,,9000
156,7,31,0,,9000
157,6,31,0,0,9997
158,5,31,1,,9000
159,5,31,0,,9000
160,29,32,0,,9000
161,11,32,0,,9000
162,10,32,0,,9000
163,6,32,0,,9000
164,5,32,0,,9000
165,30,33,0,,9000
166,11,33,0,,9000
167,9,33,0,0,3
168,8,33,0,,9000
169,7,33,0,1,9998
170,6,33,0,,9000
171,2,33,0,,9000
172,1,33,0,,9993
173,31,34,0,,9000
174,10,34,0,,9000
175,9,34,1,0,2
176,9,34,0,,9000
177,8,34,1,1,9998
178,8,34,0,0,9998
179,7,34,0,0,9997
180,6,34,0,,9000
181,32,35,0,,9000
182,10,35,1,1,2
183,10,35,0,0,2
184,9,35,0,,9000
185,9,35,1,,9000
186,6,35,0,,9000
187,3,35,0,,9000
188,2,35,1,,9000
189,2,35,0,,9000
190,1,35,0,1,9998
191,33,36,0,,9000
192,11,36,0,,9000
193,10,36,0,0,3
194,10,36,1,,9000
195,8,36,0,0,9998
196,7,36,0,1,9998
197,3,36,1,0,2
198,3,36,0,,9000
199,2,36,0,,9000
200,2,36,1,0,9998
201,34,37,0,,9000
202,12,37,0,,9000
203,11,37,1,,9000
204,11,37,0,,9000
205,10,37,0,0,2
206,9,37,1,0,2
207,9,37,0,0,9998
208,8,37,1,,9000
209,8,37,0,0,9998
210,7,37,0,,9000
211,6,37,0,0,9996
212,5,37,1,,9000
213,5,37,0,,9996
214,4,37,0,1,2
215,4,37,1,,9000
216,3,37,2,,9000
217,3,37,0,,9000
218,3,37,1,1,9998
219,2,37,0,,9000
220,2,37,1,,9986
221,35,38,0,,9000
222,12,38,1,,9000
223,12,38,0,,9000
224,11,38,0,0,2
225,11,38,1,,9000
226,10,38,0,0,2
227,9,38,0,0,9998
228,5,38,1,1,2
229,5,38,0,,9994
230,4,38,2,,9000
231,4,38,0,,9000
232,4,38,1,0,9997
233,3,38,0,,9000
234,36,39,0,,9000
235,13,39,0,,9000
236,12,39,0,,9000
237,11,39,0,0,2
238,8,39,0,,9000
239,7,39,0,1,9998
240,6,39,1,,9000
241,6,39,0,0,9997
242,5,39,0,,9000
243,5,39,1,0,9997
244,4,39,0,,9000
245,3,39,0,,9000
246,2,39,0,0,9997
247,37,40,0,,9000
248,13,40,0,,9000
249,12,40,0,,9000
250,10,40,0,0,4
251,9,40,1,0,2
252,9,40,0,,9000
253,8,40,1,0,9996
254,8,40,0,0,9998
255,7,40,0,1,3
256,7,40,1,,9996
257,6,40,0,,9000
258,6,40,1,0,9997
259,5,40,0,,9000
260,4,40,0,,9000
261,4,40,1,,9000
262,3,40,0,,9000
263,38,41,0,,9000
264,14,41,0,,9000
265,13,41,1,,9000
266,13,41,0,,9000
267,10,41,0,0,2
268,9,41,0,0,3
269,8,41,0,1,3
270,7,41,1,,9000
271,7,41,0,1,9997
272,6,41,1,,9000
273,6,41,0,,9000
274,5,41,0,0,3
275,5,41,1,,9000
276,4,41,0,,9000
277,3,41,0,,9000
278,2,41,0,,9993
279,39,42,0,,9000
280,14,42,0,,9000
281,9,42,0,1,3
282,8,42,"0,1",0,9996
283,8,42,1,0,9997
284,7,42,0,,9000
285,7,42,1,1,9998
286,6,42,0,,9988
287,5,42,0,,9000
288,3,42,0,,9996
289,40,43,0,,9000
290,14,43,0,,9000
291,13,43,0,,9000
292,12,43,0,1,4
293,11,43,0,,9000
294,10,43,1,0,3
295,10,43,0,0,9997
296,9,43,1,1,2
297,9,43,0,0,9996
298,9,43,2,1,9996
299,8,43,1,,9000
300,8,43,0,0,9998
301,7,43,0,,9000
302,7,43,1,,9000
303,6,43,0,,9000
304,6,43,1,,9000
305,5,43,0,,9000
306,5,43,1,,9000
307,4,43,0,,9997
308,3,43,0,,9000
309,3,43,1,,9000
310,2,43,0,,9996
311,41,44,0,,9000
312,15,44,0,,9000
313,14,44,0,,9000
314,11,44,0,0,3
315,10,44,0,0,2
316,10,44,1,0,9996
317,9,44,0,0,9996
318,6,44,0,,9987
319,4,44,1,,9000
320,4,44,0,2,9998
321,3,44,0,,9000
322,3,44,1,,9996
323,42,45,0,,9000
324,15,45,0,,9000
325,13,45,0,0,3
326,12,45,0,"0,1",4
327,11,45,0,,9000
328,8,45,0,,9000
329,7,45,1,,9000
330,7,45,0,1,9998
331,6,45,2,0,2
332,6,45,0,,9000
333,6,45,1,,9987
334,5,45,2,,9000
335,5,45,1,,9000
336,5,45,0,,9000
337,4,45,4,,9000
338,4,45,2,,9000
339,4,45,3,,9000
340,4,45,1,,9997
341,4,45,0,,9997
342,3,45,0,,9000
343,3,45,1,,9997
344,43,46,0,,9000
345,14,46,0,,9000
346,13,46,0,0,4
347,13,46,1,2,4
348,12,46,0,,9000
349,12,46,1,1,9998
350,11,46,0,0,9997
351,10,46,0,,9000
352,9,46,1,0,2
353,9,46,0,,9000
354,8,46,1,1,9996
355,8,46,0,0,9998
356,7,46,0,,9000
357,6,46,1,,9000
358,6,46,0,,9000
359,5,46,2,,9000
360,5,46,1,,9000
361,5,46,0,,9000
362,4,46,0,,9000
363,4,46,1,,9000
364,44,47,0,,9000
365,14,47,1,1,2
366,14,47,0,1,4
367,13,47,0,0,4
368,13,47,1,,9000
369,10,47,0,0,2
370,9,47,0,,9000
371,8,47,0,0,9997
372,7,47,1,,9000
373,7,47,0,,9000
374,7,47,2,,9000
375,6,47,1,,9000
376,6,47,2,,9000
377,6,47,0,1,9998
378,5,47,1,,9000
379,5,47,0,,9000
380,4,47,1,,9000
381,4,47,0,,9000
382,3,47,0,2,9998
383,45,48,0,,9000
384,15,48,0,,9000
385,14,48,0,0,3
386,14,48,1,,9000
387,12,48,0,0,9998
388,11,48,0,1,9998
389,8,48,1,0,2
390,8,48,0,0,9996
391,7,48,0,,9000
392,7,48,1,1,9998
393,6,48,1,,9000
394,6,48,0,,9996
395,5,48,2,0,2
396,5,48,1,,9000
397,5,48,0,,9000
398,4,48,0,1,9998
399,46,49,0,,9000
400,16,49,0,,9000
401,15,49,0,,9000
402,15,49,1,,9000
403,14,49,0,0,2
404,13,49,1,0,2
405,13,49,0,0,9998
406,12,49,1,1,4
407,12,49,0,0,9998
408,11,49,0,0,3
409,10,49,0,0,9996
410,9,49,1,1,2
411,9,49,2,,9000
412,9,49,0,0,9996
413,8,49,1,,9000
414,8,49,0,0,9998
415,7,49,0,,9000
416,7,49,1,,9000
417,6,49,1,0,2
418,6,49,2,,9000
419,6,49,0,,9000
420,5,49,0,,9000
421,4,49,0,,9000
422,3,49,0,,9000
423,47,50,0,,9000
424,16,50,1,,9000
425,16,50,0,,9000
426,15,50,0,0,2
427,15,50,1,,9000
428,14,50,0,0,2
429,13,50,0,0,9998
430,10,50,0,0,2
431,9,50,1,0,9996
432,9,50,0,,9996
433,8,50,0,,9998
434,7,50,0,,9000
435,48,51,0,,9000
436,17,51,0,,9000
437,16,51,0,,9000
438,15,51,0,0,2
439,12,51,0,0,4
440,11,51,0,1,9998
441,10,51,0,,9000
442,9,51,0,,9000
443,8,51,0,,9000
444,7,51,0,,9000
445,6,51,0,,9000
446,5,51,1,,9000
447,5,51,0,,9000
448,4,51,1,,9000
449,4,51,0,,9995
450,3,51,0,,9000
451,49,52,0,,9000
452,17,52,0,,9000
453,16,52,0,,9000
454,14,52,0,0,4
455,13,52,1,0,2
456,13,52,0,0,4
457,12,52,1,0,9996
458,12,52,0,0,9998
459,11,52,0,0,9996
460,10,52,1,,9000
461,10,52,0,,9000
462,9,52,0,,9000
463,8,52,0,,9000
464,7,52,0,,9000
465,6,52,0,,9998
466,5,52,1,,9000
467,5,52,0,,9000
468,4,52,0,,9000
469,50,53,0,,9000
470,18,53,0,,9000
471,17,53,1,,9000
472,17,53,0,,9000
473,14,53,0,0,2
474,13,53,0,1,4
475,10,53,0,,9000
476,9,53,0,,9998
477,8,53,0,,9000
478,6,53,1,,9000
479,6,53,0,,9000
480,5,53,2,,9000
481,5,53,1,,9000
482,5,53,0,,9000
483,4,53,0,,9997
484,51,54,0,,9000
485,18,54,0,,9000
486,12,54,0,0,9996
487,11,54,0,,9000
488,11,54,1,1,9998
489,10,54,0,,9000
490,9,54,0,0,9998
491,7,54,1,,9000
492,7,54,0,,9985
493,6,54,1,,9000
494,6,54,0,,9000
495,5,54,0,2,9998
496,4,54,0,0,9998
497,52,55,0,,9000
498,18,55,0,,9000
499,17,55,0,,9000
500,16,55,0,1,4
501,15,55,0,0,4
502,14,55,0,0,9997
503,13,55,1,1,2
504,13,55,0,0,9996
505,12,55,1,,9000
506,12,55,0,0,9998
507,11,55,0,0,2
508,11,55,1,,9000
509,10,55,0,0,9996
510,9,55,0,,9000
511,8,55,0,,9000
512,7,55,2,0,2
513,7,55,1,,9000
514,7,55,0,,9996
515,6,55,0,0,2
516,6,55,1,,9000
517,5,55,0,,9000
518,5,55,1,,9994
519,4,55,1,,9000
520,4,55,0,0,9998
521,53,56,0,,9000
522,19,56,0,,9000
523,18,56,0,,9000
524,14,56,0,0,2
525,13,56,0,0,9996
526,10,56,0,0,9997
527,9,56,0,,9986
528,8,56,2,,9000
529,8,56,1,,9000
530,8,56,0,,9000
531,7,56,0,,9000
532,7,56,1,,9000
533,7,56,2,,9000
534,6,56,0,0,2
535,5,56,0,1,9998
536,4,56,0,,9996
537,54,57,0,,9000
538,19,57,0,,9000
539,17,57,0,0,3
540,16,57,0,0,4
541,15,57,0,1,9998
542,12,57,0,,9000
543,11,57,0,1,9998
544,10,57,0,0,9997
545,9,57,0,,9000
546,8,57,2,,9000
547,8,57,1,,9000
548,8,57,0,,9000
549,7,57,1,0,2
550,7,57,0,,9998
551,6,57,1,,9000
552,6,57,2,,9982
553,6,57,0,,9997
554,5,57,1,,9000
555,5,57,0,1,9998
556,4,57,0,,9000
557,55,58,0,,9000
558,18,58,0,,9000
559,17,58,1,0,2
560,17,58,0,0,4
561,16,58,1,1,9998
562,16,58,0,0,9998
563,15,58,0,0,9997
564,14,58,0,0,4
565,13,58,1,0,2
566,13,58,0,0,3
567,12,58,1,1,9996
568,12,58,0,0,9998
569,11,58,0,,9000
570,10,58,0,,9000
571,9,58,0,,9000
572,8,58,1,,9000
573,8,58,0,,9000
574,7,58,1,0,2
575,7,58,0,,9983
576,6,58,1,,9997
577,6,58,0,,9997
578,5,58,0,,9997
579,56,59,0,,9000
580,18,59,1,1,2
581,18,59,0,0,2
582,17,59,0,0,4
583,17,59,1,,9000
584,14,59,0,0,2
585,13,59,0,0,3
586,12,59,0,0,9997
587,11,59,0,,9000
588,10,59,0,"0,1",9997
589,9,59,1,,9000
590,9,59,0,,9000
591,8,59,0,,9000
592,6,59,1,,9000
593,6,59,0,,9982
594,5,59,2,,9000
595,5,59,1,,9000
596,5,59,0,,9998
597,57,60,0,,9000
598,19,60,0,,9000
599,18,60,0,0,3
600,18,60,1,,9000
601,16,60,0,0,9998
602,15,60,0,1,9998
603,12,60,0,0,9996
604,11,60,0,,9000
605,10,60,0,,9000
606,9,60,1,,9000
607,9,60,0,,9000
608,8,60,0,,9000
609,7,60,0,,9000
610,6,60,1,,9000
611,6,60,0,,9000
612,5,60,0,,9996
613,5,60,1,,9998
614,58,61,0,,9000
615,20,61,0,,9000
616,19,61,1,,9000
617,19,61,0,,9000
618,18,61,0,0,2
619,17,61,1,0,2
620,17,61,0,0,9998
621,16,61,1,1,4
622,16,61,0,0,9998
623,15,61,0,0,3
624,14,61,0,0,9996
625,13,61,"0,1",0,3
626,13,61,1,0,9996
627,12,61,0,,9000
628,11,61,0,,9000
629,10,61,0,2,9996
630,9,61,0,,9000
631,8,61,1,,9000
632,8,61,0,,9984
633,7,61,0,,9000
634,7,61,1,,9000
635,6,61,0,,9000
636,6,61,1,,9997
637,5,61,0,,9000
638,59,62,0,,9000
639,20,62,1,,9000
640,20,62,0,,9000
641,19,62,0,0,2
642,19,62,1,,9000
643,18,62,0,0,2
644,17,62,0,0,9998
645,13,62,0,,9000
646,12,62,0,1,9998
647,11,62,0,,9997
648,10,62,0,,9998
649,9,62,0,,9985
650,8,62,1,,9000
651,8,62,0,,9000
652,7,62,0,,9996
653,6,62,0,,9998
654,60,63,0,,9000
655,21,63,0,,9000
656,20,63,0,,9000
657,19,63,0,0,2
658,16,63,0,0,4
659,15,63,0,1,9998
660,14,63,1,0,2
661,14,63,0,0,9997
662,13,63,"0,1",,9000
663,13,63,1,0,9998
664,12,63,0,,9000
665,11,63,0,0,9997
666,10,63,0,0,9996
667,9,63,0,,9000
668,9,63,1,,9000
669,8,63,1,,9000
670,8,63,0,,9000
671,7,63,0,,9000
672,7,63,1,,9997
673,6,63,0,,9997
674,61,64,0,,9000
675,21,64,0,,9000
676,20,64,0,,9000
677,18,64,0,0,4
678,17,64,1,0,2
679,17,64,0,1,4
680,16,64,1,0,9996
681,16,64,0,0,9998
682,15,64,0,1,2
683,15,64,1,0,9996
684,14,64,2,0,4
685,14,64,0,,9000
686,14,64,1,0,9998
687,13,64,0,,9000
688,12,64,0,1,9996
689,11,64,0,,9000
690,10,64,0,,9000
691,9,64,0,,9998
692,7,64,0,,9997
693,62,65,0,,9000
694,22,65,0,,9000
695,21,65,1,,9000
696,21,65,0,,9000
697,18,65,0,0,2
698,17,65,0,0,3
699,16,65,0,1,2
700,15,65,0,0,9998
701,14,65,0,0,3
702,13,65,0,0,9998
703,12,65,0,1,9997
704,11,65,0,,9985
705,10,65,0,,9997
706,9,65,0,,9000
707,8,65,0,1,9997
708,7,65,0,,9997
709,7,65,1,,9997
710,6,65,0,,9996
711,2,65,0,,9993
712,1,65,0,,9996
713,63,66,0,,9000
714,22,66,0,,9000
715,17,66,0,0,2
716,16,66,0,0,9996
717,16,66,1,1,9998
718,15,66,0,0,2
719,15,66,1,1,9998
720,14,66,0,0,4
721,13,66,0,0,9998
722,12,66,0,0,9996
723,11,66,1,,9000
724,11,66,0,,9000
725,10,66,0,,9000
726,10,66,1,,9000
727,9,66,0,,9981
728,9,66,1,,9995
729,8,66,0,,9996
730,4,66,0,,9997
731,64,67,0,,9000
732,22,67,0,,9000
733,21,67,0,,9000
734,20,67,0,1,4
735,19,67,0,1,4
736,18,67,1,1,2
737,18,67,0,0,9997
738,17,67,1,1,2
739,17,67,0,0,9996
740,17,67,2,0,9998
741,16,67,1,0,4
742,16,67,0,0,9998
743,15,67,0,0,2
744,15,67,1,0,3
745,14,67,0,0,9996
746,13,67,0,,9000
747,12,67,0,,9000
748,11,67,1,0,3
749,11,67,2,,9000
750,11,67,0,,9000
751,10,67,3,,9000
752,10,67,1,,9000
753,10,67,2,2,9998
754,10,67,0,1,9998
755,9,67,0,,9998
756,7,67,0,,9997
757,6,67,0,2,9998
758,4,67,0,,9998
759,3,67,0,,9993
760,2,67,0,,9994
761,2,67,1,,9996
762,1,67,0,,9998
763,65,68,0,,9000
764,23,68,0,,9000
765,22,68,0,,9000
766,19,68,0,2,2
767,18,68,0,0,2
768,18,68,1,1,9997
769,17,68,0,0,9996
770,14,68,0,0,9997
771,13,68,0,,9987
772,12,68,2,2,2
773,12,68,1,0,2
774,12,68,0,,9997
775,11,68,1,,9000
776,11,68,2,1,9998
777,11,68,0,,9998
778,10,68,0,,9986
779,9,68,1,,9995
780,9,68,0,,9998
781,8,68,2,0,2
782,8,68,0,,9987
783,8,68,1,1,9997
784,7,68,1,,9985
785,7,68,0,1,9998
786,6,68,1,,9994
787,6,68,0,,9994
788,5,68,1,,9996
789,5,68,0,,9996
790,4,68,0,,9997
791,3,68,1,,9992
792,3,68,0,,9994
793,2,68,0,,9998
794,2,68,1,,9998
795,66,69,0,,9000
796,23,69,0,,9000
797,21,69,0,0,3
798,20,69,0,0,4
799,19,69,0,0,9997
800,16,69,0,0,4
801,15,69,0,1,9998
802,14,69,0,0,9997
803,13,69,1,2,2
804,13,69,0,,9000
805,12,69,1,,9000
806,12,69,0,,9000
807,12,69,2,0,9998
808,11,69,0,,9996
809,11,69,1,,9996
810,10,69,2,,9000
811,10,69,0,,9989
812,10,69,1,0,9998
813,9,69,1,0,2
814,9,69,0,1,9997
815,8,69,0,,9984
816,6,69,0,,9993
817,5,69,1,,9997
818,5,69,0,,9998
819,4,69,1,,9000
820,4,69,0,,9991
821,3,69,2,,9989
822,3,69,0,,9994
823,3,69,3,,9995
824,3,69,1,,9998
825,2,69,0,,9996
826,2,69,1,,9996
827,67,70,0,,9000
828,22,70,0,,9000
829,21,70,1,1,3
830,21,70,0,0,4
831,20,70,0,,9000
832,20,70,1,1,9998
833,19,70,0,0,9997
834,18,70,0,0,4
835,17,70,1,0,2
836,17,70,0,0,3
837,16,70,1,1,9996
838,16,70,0,0,9998
839,15,70,0,,9000
840,14,70,0,2,2
841,14,70,1,,9000
842,13,70,1,,9000
843,13,70,0,1,9998
844,12,70,0,1,2
845,12,70,1,1,9996
846,11,70,1,1,3
847,11,70,0,1,9998
848,10,70,0,,9981
849,10,70,1,,9987
850,9,70,0,,9996
851,7,70,1,,9985
852,7,70,0,,9998
853,6,70,"1,2",,9995
854,6,70,3,,9996
855,6,70,0,,9996
856,6,70,2,1,9998
857,5,70,2,,9991
858,5,70,3,,9994
859,5,70,1,,9997
860,5,70,0,"0,1",9998
861,4,70,0,,9000
862,4,70,1,,9998
863,3,70,0,,9996
864,68,71,0,,9000
865,22,71,1,1,2
866,22,71,0,0,3
867,21,71,0,0,4
868,21,71,1,,9000
869,18,71,0,0,2
870,17,71,0,0,3
871,16,71,0,0,9997
872,15,71,1,0,2
873,15,71,0,,9989
874,14,71,0,2,9997
875,14,71,1,1,9998
876,13,71,1,0,2
877,13,71,0,,9997
878,12,71,1,0,3
879,12,71,0,0,9997
880,11,71,0,1,9998
881,9,71,1,0,9998
882,9,71,0,,9998
883,8,71,1,2,2
884,8,71,0,,9985
885,8,71,2,,9997
886,8,71,3,,9997
887,7,71,"0,1",0,2
888,7,71,"2,3",,9995
889,7,71,3,,9996
890,7,71,1,1,9998
891,6,71,2,,9986
892,6,71,1,,9995
893,6,71,3,,9997
894,6,71,0,,9997
895,5,71,0,,9997
896,5,71,1,,9998
897,4,71,0,,9000
898,3,71,0,,9989
899,3,71,1,,9995
900,2,71,0,,9998
901,69,72,0,,9000
902,23,72,0,,9000
903,22,72,0,0,3
904,22,72,1,,9000
905,20,72,0,0,9998
906,19,72,0,1,9998
907,16,72,1,1,2
908,16,72,0,0,9996
909,15,72,"0,1",,9987
910,15,72,1,1,9998
911,14,72,0,,9000
912,13,72,1,0,2
913,13,72,0,0,9996
914,12,72,0,0,9996
915,11,72,0,1,2
916,10,72,0,,9987
917,9,72,1,1,2
918,9,72,0,1,9998
919,8,72,2,,9985
920,8,72,0,,9998
921,8,72,1,,9998
922,7,72,1,,9986
923,7,72,2,,9990
924,7,72,0,,9998
925,6,72,2,,9996
926,6,72,0,,9997
927,6,72,1,,9998
928,5,72,0,,9000
929,5,72,1,,9994
930,4,72,1,,9987
931,4,72,0,,9995
932,3,72,0,,9998
933,70,73,0,,9000
934,24,73,0,,9000
935,23,73,1,,9000
936,23,73,0,,9000
937,22,73,0,0,2
938,21,73,1,0,2
939,21,73,0,0,9998
940,20,73,1,1,4
941,20,73,0,0,9998
942,19,73,0,0,3
943,18,73,0,0,9996
944,17,73,1,1,2
945,17,73,2,0,3
946,17,73,0,0,9996
947,16,73,1,1,4
948,16,73,0,0,9998
949,15,73,0,0,3
950,14,73,0,1,9996
951,13,73,0,,9000
952,12,73,1,,9000
953,12,73,0,,9000
954,11,73,1,0,2
955,11,73,2,,9000
956,11,73,0,,9987
957,10,73,"1,2",,9990
958,10,73,3,,9997
959,10,73,2,,9997
960,10,73,0,1,9998
961,9,73,2,,9996
962,9,73,1,"1,2",9998
963,9,73,0,,9998
964,8,73,2,,9986
965,8,73,3,,9991
966,8,73,0,,9997
967,8,73,1,,9997
968,7,73,4,,9000
969,7,73,0,,9996
970,7,73,1,,9996
971,7,73,3,,9996
972,7,73,2,,9998
973,6,73,2,,9997
974,6,73,1,2,9998
975,6,73,0,,9998
976,5,73,0,,9000
977,5,73,1,,9997
978,5,73,2,,9998
979,4,73,0,,9995
980,4,73,1,,9997
981,3,73,0,,9996
982,2,73,0,,9996
983,71,74,0,,9000
984,24,74,1,,9000
985,24,74,0,,9000
986,23,74,0,0,2
987,23,74,1,,9000
988,22,74,0,0,2
989,21,74,0,0,9998
990,18,74,0,0,2
991,17,74,1,0,9996
992,17,74,0,,9996
993,16,74,0,0,9998
994,15,74,0,"0,1",9997
995,14,74,0,0,9997
996,13,74,0,,9986
997,12,74,1,0,2
998,12,74,0,,9997
999,11,74,"1,2",1,2
1000,11,74,2,,9000
1001,11,74,0,,9996
1002,10,74,2,,9983
1003,10,74,0,,9997
1004,10,74,1,1,9998
1005,9,74,2,,9986
1006,9,74,1,,9997
1007,9,74,0,,9997
1008,8,74,2,1,2
1009,8,74,"0,1",,9000
1010,8,74,1,,9996
1011,8,74,3,,9997
1012,7,74,"1,2",,9990
1013,7,74,0,,9996
1014,7,74,2,1,9998
1015,7,74,3,,9998
1016,6,74,0,"1,2",9998
1017,4,74,0,,9994
1018,3,74,0,,9998
1019,72,75,0,,9000
1020,25,75,0,,9000
1021,24,75,0,,9000
1022,23,75,0,0,2
1023,20,75,0,0,4
1024,19,75,0,1,9998
1025,18,75,0,0,2
1026,17,75,0,0,4
1027,16,75,0,0,4
1028,15,75,0,0,9997
1029,14,75,0,0,9996
1030,13,75,0,,9000
1031,12,75,1,1,2
1032,12,75,0,,9000
1033,11,75,0,,9990
1034,11,75,2,,9995
1035,11,75,1,1,9998
1036,10,75,"0,1",,9990
1037,10,75,3,,9992
1038,10,75,2,,9997
1039,10,75,1,,9997
1040,9,75,1,2,2
1041,9,75,3,,9982
1042,9,75,0,,9996
1043,9,75,2,,9997
1044,8,75,"1,2",0,2
1045,8,75,2,,9991
1046,8,75,0,,9991
1047,7,75,2,,9990
1048,7,75,1,2,9998
1049,7,75,0,,9998
1050,6,75,2,,9995
1051,6,75,0,,9997
1052,6,75,1,,9997
1053,5,75,1,2,9998
1054,5,75,0,,9998
1055,5,75,2,,9998
1056,4,75,1,,9997
1057,4,75,0,,9998
1058,3,75,1,,9996
1059,3,75,0,,9996
1060,2,75,0,,9997
1061,73,76,0,,9000
1062,25,76,0,,9000
1063,24,76,0,,9000
1064,22,76,0,0,4
1065,21,76,1,0,2
1066,21,76,0,0,4
1067,20,76,1,0,9996
1068,20,76,0,0,9998
1069,19,76,0,0,9996
1070,18,76,"0,1",0,3
1071,18,76,1,0,4
1072,17,76,0,0,3
1073,16,76,0,1,9996
1074,15,76,0,,9000
1075,14,76,1,,9000
1076,14,76,0,,9000
1077,13,76,1,1,2
1078,13,76,2,,9000
1079,13,76,0,,9000
1080,12,76,0,,9997
1081,12,76,1,1,9998
1082,11,76,3,,9983
1083,11,76,2,,9990
1084,11,76,1,,9997
1085,11,76,0,,9997
1086,10,76,1,,9000
1087,10,76,4,,9993
1088,10,76,3,,9997
1089,10,76,2,1,9998
1090,10,76,0,,9998
1091,9,76,2,1,2
1092,9,76,1,,9987
1093,9,76,0,,9998
1094,8,76,2,,9990
1095,8,76,1,1,9998
1096,8,76,0,,9998
1097,7,76,2,1,2
1098,7,76,"3,4",,9993
1099,7,76,4,,9994
1100,7,76,0,,9998
1101,7,76,1,,9998
1102,6,76,1,,9994
1103,6,76,2,,9995
1104,6,76,3,,9996
1105,6,76,0,,9998
1106,5,76,1,,9993
1107,5,76,0,,9996
1108,4,76,2,,9996
1109,4,76,1,,9997
1110,4,76,0,,9998
1111,3,76,1,,9997
1112,3,76,0,,9997
1113,74,77,0,,9000
1114,26,77,0,,9000
1115,25,77,1,,9000
1116,25,77,0,,9000
1117,22,77,0,0,2
1118,21,77,0,1,4
1119,18,77,0,0,3
1120,17,77,0,0,9998
1121,16,77,0,1,9997
1122,15,77,0,,9000
1123,14,77,1,1,2
1124,14,77,0,0,9997
1125,13,77,1,,9000
1126,13,77,0,,9997
1127,12,77,1,2,2
1128,12,77,0,,9990
1129,11,77,3,,9992
1130,11,77,0,,9996
1131,11,77,1,,9996
